,file,string,begin,end,type
2205,ES100163.xml,hematoma perineal dependiente de porción proximal de cuerpo cavernoso izquierdo,555,634,B-Grp_Enfermedad
1680,ES100177.xml,HTA esencial,43,55,B-Grp_Enfermedad
1682,ES100177.xml,Hipercolesterolemia,95,114,B-Grp_Enfermedad
1683,ES100177.xml,Litiasis cálcica,117,133,B-Grp_Enfermedad
1688,ES100177.xml,hematoma,386,394,B-Grp_Enfermedad
1689,ES100177.xml,dolor lumbar intenso,440,460,B-Grp_Enfermedad
1690,ES100177.xml,nauseas,463,470,B-Grp_Enfermedad
1691,ES100177.xml,analgesia,484,493,B-Grp_Medicamento
1692,ES100177.xml,abombamiento lumbar,524,543,B-Grp_Enfermedad
1693,ES100177.xml,hematoma cutáneo,546,562,B-Grp_Enfermedad
1694,ES100177.xml,hematoma subcapsular,603,623,B-Grp_Enfermedad
1695,ES100177.xml,rotura capsular,628,643,B-Grp_Enfermedad
1696,ES100177.xml,Palidez cutaneomucosa intensa,645,674,B-Grp_Enfermedad
1697,ES100177.xml,concentrados de hematíes,750,774,B-Grp_Medicamento
1698,ES100177.xml,hematoma,951,959,B-Grp_Enfermedad
518,ES100417.xml,estrabismo,68,78,B-Grp_Enfermedad
520,ES100417.xml,hipertropía,122,133,B-Grp_Enfermedad
525,ES100417.xml,agudeza visual,197,211,B-Estructura_Corporal
526,ES100417.xml,AV,213,215,B-Estructura_Corporal
530,ES100417.xml,coge objetos pequeños,296,317,B-Grp_Enfermedad
532,ES100417.xml,fijación excéntrica,379,398,B-Grp_Enfermedad
534,ES100417.xml,síndrome de Alport,612,630,B-Grp_Enfermedad
535,ES100417.xml,polo anterior,635,648,B-Estructura_Corporal
537,ES100417.xml,lesiones ovales,765,780,B-Grp_Enfermedad
540,ES100417.xml,retinocoroiditis,853,869,B-Grp_Enfermedad
544,ES100417.xml,atrofia parapapilar temporal,1063,1091,B-Grp_Enfermedad
546,ES100417.xml,atrofia,1110,1117,B-Grp_Enfermedad
550,ES100417.xml,ectasia escleral,1276,1292,B-Grp_Enfermedad
552,ES100417.xml,nistagmo,1329,1337,B-Grp_Enfermedad
553,ES100417.xml,lesiones oculares,1348,1365,B-Grp_Enfermedad
555,ES100417.xml,infección ocular intrauterina,1437,1466,B-Grp_Enfermedad
561,ES100417.xml,toxoplasma,1663,1673,B-Grp_Enfermedad
563,ES100417.xml,Citomegalovirus,1729,1744,B-Grp_Medicamento
565,ES100417.xml,Herpes tipo I,1821,1834,B-Grp_Enfermedad
567,ES100417.xml,Herpes tipo II,1908,1922,B-Grp_Enfermedad
571,ES100417.xml,Sífilis,2115,2122,B-Grp_Enfermedad
574,ES100417.xml,inmunofluorescencia,2376,2395,B-Grp_Enfermedad
575,ES100417.xml,etiología infecciosa,2441,2461,B-Grp_Enfermedad
576,ES100417.xml,están elevados,2498,2512,B-Grp_Enfermedad
577,ES100417.xml,coloboma macular atípico bilateral,2547,2581,B-Grp_Enfermedad
579,ES100417.xml,hipercalciuria,2714,2728,B-Grp_Enfermedad
580,ES100417.xml,hipomagnesemia,2731,2745,B-Grp_Enfermedad
581,ES100417.xml,AV,2915,2917,B-Estructura_Corporal
1711,ES100832.xml,endometriosis,73,86,B-Grp_Enfermedad
1712,ES100832.xml,fiebre,128,134,B-Grp_Enfermedad
1713,ES100832.xml,odinofagia,152,162,B-Grp_Enfermedad
1714,ES100832.xml,antiinflamatorios,213,230,B-Grp_Medicamento
1716,ES100832.xml,AINE,247,251,B-Grp_Medicamento
1717,ES100832.xml,vómitos,278,285,B-Grp_Enfermedad
1718,ES100832.xml,deposiciones diarreicas,295,318,B-Grp_Enfermedad
1719,ES100832.xml,síndrome febril,341,356,B-Grp_Enfermedad
1721,ES100832.xml,empeoramiento del estado general,509,541,B-Grp_Enfermedad
1722,ES100832.xml,hipotensión,547,558,B-Grp_Enfermedad
1723,ES100832.xml,cefalea,578,585,B-Grp_Enfermedad
1724,ES100832.xml,dorsalgia,588,597,B-Grp_Enfermedad
1725,ES100832.xml,taquipnea,741,750,B-Grp_Enfermedad
1726,ES100832.xml,taquicardia,763,774,B-Grp_Enfermedad
1728,ES100832.xml,pulsos periféricos radiales,862,889,B-Estructura_Corporal
1729,ES100832.xml,rigidez,903,910,B-Grp_Enfermedad
1731,ES100832.xml,focalidad neurológica,922,943,B-Grp_Enfermedad
1732,ES100832.xml,leucocitopenia,1017,1031,B-Grp_Enfermedad
1733,ES100832.xml,acidosis metabólica,1045,1064,B-Grp_Enfermedad
1735,ES100832.xml,antibioticoterapia intravenosa,1227,1257,B-Grp_Medicamento
1737,ES100832.xml,origen incierto,1394,1409,B-Grp_Enfermedad
1739,ES100832.xml,exantema cutáneo generalizado,1552,1581,B-Grp_Enfermedad
1742,ES100832.xml,petequias,1667,1676,B-Grp_Enfermedad
1744,ES100832.xml,Congestión pulmonar moderada,1789,1817,B-Grp_Enfermedad
1745,ES100832.xml,edema pulmonar importante de características alveolar,1822,1875,B-Grp_Enfermedad
1746,ES100832.xml,espuma bronquial,1895,1911,B-Grp_Enfermedad
1747,ES100832.xml,Derrame pleural derecho,1916,1939,B-Grp_Enfermedad
1748,ES100832.xml,Derrame pericárdico leve,1941,1965,B-Grp_Enfermedad
1767,ES100832.xml,derrame pleural,2574,2589,B-Grp_Enfermedad
1769,ES100832.xml,reacción,2749,2757,B-Grp_Enfermedad
1772,ES100832.xml,meningitidis serogrupo C en sangre periférica,2834,2879,B-Estructura_Corporal
1777,ES100832.xml,congestión,3147,3157,B-Grp_Enfermedad
1778,ES100832.xml,edema,3160,3165,B-Grp_Enfermedad
1779,ES100832.xml,meningioma transicional-psamomatoso,3196,3231,B-Grp_Enfermedad
1781,ES100832.xml,hemorragia grave,3263,3279,B-Grp_Enfermedad
1783,ES100832.xml,shock en fase,3320,3333,B-Grp_Enfermedad
1786,ES100832.xml,esplenomegalia,3420,3434,B-Grp_Enfermedad
1787,ES100832.xml,miocarditis neutrofílica,3444,3468,B-Grp_Enfermedad
1788,ES100832.xml,dipirona,3536,3544,B-Grp_Medicamento
1789,ES100832.xml,metamizol,3547,3556,B-Grp_Medicamento
1790,ES100832.xml,fallo multiorgánico,3636,3655,B-Grp_Enfermedad
1791,ES100832.xml,síndrome de Waterhouse-Friderichsen,3744,3779,B-Grp_Enfermedad
2507,ES100775.xml,fiebre,48,54,B-Grp_Enfermedad
2508,ES100775.xml,adenopatía axilar izquierda,93,120,B-Grp_Enfermedad
2510,ES100775.xml,leucocitos,248,258,B-Estructura_Corporal
2511,ES100775.xml,linfocitos,270,280,B-Estructura_Corporal
2512,ES100775.xml,monocitos,285,294,B-Estructura_Corporal
2513,ES100775.xml,granulocitos,301,313,B-Estructura_Corporal
2515,ES100775.xml,adenopatía,421,431,B-Grp_Enfermedad
2516,ES100775.xml,Enfermedad,444,454,B-Grp_Enfermedad
2518,ES100775.xml,fiebre,578,584,B-Grp_Enfermedad
2279,ES100946.xml,tumefacción mandibular derecha,29,59,B-Grp_Enfermedad
2280,ES100946.xml,lesión expansiva,120,136,B-Grp_Enfermedad
2283,ES100946.xml,lesión expansiva,267,283,B-Grp_Enfermedad
2285,ES100946.xml,ameloblastoma,364,377,B-Grp_Enfermedad
2288,ES100946.xml,tumoración carnosa,537,555,B-Grp_Enfermedad
2297,ES100946.xml,neurofilamentos,1384,1399,B-Grp_Medicamento
2298,ES100946.xml,a-actina,1577,1585,B-Grp_Medicamento
2300,ES100946.xml,desmina,1629,1636,B-Grp_Medicamento
2301,ES100946.xml,vimentina,1665,1674,B-Grp_Medicamento
2312,ES100946.xml,pleomorfimso celular,2572,2592,B-Grp_Enfermedad
2313,ES100946.xml,mitosis atípicas,2595,2611,B-Grp_Enfermedad
2315,ES100946.xml,células tumorales,2838,2855,B-Estructura_Corporal
2316,ES100946.xml,EMA,2892,2895,B-Grp_Enfermedad
2317,ES100946.xml,colágeno,2952,2960,B-Grp_Medicamento
2322,ES100946.xml,EMA,3337,3340,B-Grp_Enfermedad
1198,ES100947.xml,fumador,63,70,B-Grp_Enfermedad
1201,ES100947.xml,enrojecimiento,339,353,B-Grp_Enfermedad
1204,ES100947.xml,sangramiento,450,462,B-Grp_Enfermedad
1212,ES100947.xml,defecto óseo periimplantario marginal,843,880,B-Grp_Enfermedad
1215,ES100947.xml,irrigación,1091,1101,B-Grp_Enfermedad
1217,ES100947.xml,torus mandibular,1167,1183,B-Grp_Enfermedad
1220,ES100947.xml,ibuprofeno,1399,1409,B-Grp_Medicamento
1221,ES100947.xml,colutorios,1439,1449,B-Estructura_Corporal
1224,ES100947.xml,tejido epitelio-conectivo,1561,1586,B-Grp_Enfermedad
1226,ES100947.xml,infiltrado linfo-plasmocitario yuxtaepitelial,1602,1647,B-Grp_Enfermedad
1228,ES100947.xml,tejido fibroconectivo denso,1689,1716,B-Grp_Enfermedad
1246,ES100760.xml,dolor,216,221,B-Grp_Enfermedad
1247,ES100760.xml,quemazón,223,231,B-Estructura_Corporal
1248,ES100760.xml,hinchazón,234,243,B-Estructura_Corporal
1250,ES100760.xml,edemas,256,262,B-Grp_Enfermedad
1252,ES100760.xml,lesiones blanquecinas,290,311,B-Grp_Enfermedad
1260,ES100760.xml,astenia,870,877,B-Grp_Enfermedad
1262,ES100760.xml,pancitopenia,979,991,B-Grp_Enfermedad
1263,ES100760.xml,infiltración blástica,996,1017,B-Grp_Enfermedad
1265,ES100760.xml,crisis blástica linfoide,1059,1083,B-Grp_Enfermedad
1267,ES100760.xml,quimioterapia,1239,1252,B-Grp_Medicamento
1268,ES100760.xml,vincristina,1270,1281,B-Grp_Medicamento
1269,ES100760.xml,daunorrubicina,1283,1297,B-Grp_Medicamento
1270,ES100760.xml,esteroides,1299,1309,B-Grp_Medicamento
1271,ES100760.xml,profilaxis intratecal,1312,1333,B-Grp_Medicamento
1272,ES100760.xml,intolerancia,1575,1587,B-Grp_Enfermedad
1273,ES100760.xml,dolor osteomuscular,1614,1633,B-Grp_Enfermedad
1274,ES100760.xml,astenia,1635,1642,B-Grp_Enfermedad
1275,ES100760.xml,elevación de tensión arterial,1645,1674,B-Grp_Enfermedad
1279,ES100760.xml,dispone,2019,2026,B-Grp_Enfermedad
1511,ES100819.xml,migrañas,54,62,B-Grp_Enfermedad
1512,ES100819.xml,hernia discal L5-S1,111,127,B-Grp_Enfermedad
1514,ES100819.xml,Anestesia,332,341,B-Grp_Medicamento
1515,ES100819.xml,anestesia,359,368,B-Grp_Medicamento
1518,ES100819.xml,analgesia,452,461,B-Grp_Medicamento
1524,ES100819.xml,Tramadol,781,789,B-Grp_Medicamento
1525,ES100819.xml,Analgésico de acción,791,811,B-Grp_Medicamento
1527,ES100819.xml,Dexketoprofeno,906,920,B-Grp_Medicamento
1529,ES100819.xml,anestesia,951,960,B-Grp_Medicamento
1543,ES100819.xml,pulso pedio,1659,1670,B-Estructura_Corporal
1551,ES100819.xml,escisión,2009,2017,B-Grp_Enfermedad
1554,ES100819.xml,pérdida hemática fue mínima,2048,2075,B-Grp_Enfermedad
1555,ES100819.xml,anestesia,2239,2248,B-Grp_Medicamento
1557,ES100819.xml,tensión ocular,2397,2411,B-Grp_Enfermedad
1563,ES100819.xml,origen vascular,2897,2912,B-Grp_Enfermedad
1566,ES100819.xml,reflejo de amenaza,3162,3180,B-Grp_Enfermedad
1567,ES100819.xml,discromatopsias desaparecieron,3362,3392,B-Grp_Enfermedad
14,ES100789.xml,espondiloartrosis grave,113,136,B-Grp_Enfermedad
20,ES100789.xml,paracetamol,540,551,B-Grp_Medicamento
21,ES100789.xml,Durogesic,584,593,B-Grp_Medicamento
22,ES100789.xml,paracetamol,686,697,B-Grp_Medicamento
491,ES100561.xml,pápula,1187,1193,B-Estructura_Corporal
493,ES100561.xml,levemente dolorosa,1207,1225,B-Calificador
496,ES100561.xml,lesiónAl,1389,1397,B-Estructura_Corporal
509,ES100561.xml,Tuberculosis Cutánea,2257,2277,B-Grp_Enfermedad
514,ES100561.xml,rifampicina,2541,2552,B-Grp_Medicamento
515,ES100561.xml,isoniazida,2563,2573,B-Grp_Medicamento
517,ES100561.xml,enfermedades profesionales,2976,3002,B-Grp_Enfermedad
856,ES100978.xml,dificultad para caminar,32,55,B-Grp_Enfermedad
857,ES100978.xml,debilidad,100,109,B-Grp_Enfermedad
858,ES100978.xml,dolor,112,117,B-Grp_Enfermedad
860,ES100978.xml,lumbalgia,203,212,B-Grp_Enfermedad
861,ES100978.xml,disfónica,272,281,B-Grp_Enfermedad
862,ES100978.xml,debilidad,349,358,B-Grp_Enfermedad
864,ES100978.xml,trastorno ocular,411,427,B-Grp_Enfermedad
866,ES100978.xml,labilidad emocional,500,519,B-Grp_Enfermedad
867,ES100978.xml,trastorno adaptativo,557,577,B-Grp_Enfermedad
868,ES100978.xml,hipertenso,681,691,B-Grp_Enfermedad
869,ES100978.xml,diabético tipo 2,694,710,B-Grp_Enfermedad
870,ES100978.xml,Esclerosis lateral amiotrófica,781,811,B-Grp_Enfermedad
871,ES100978.xml,exploración neurológica,826,849,B-Procedimiento
872,ES100978.xml,facial,877,883,B-Estructura_Corporal
874,ES100978.xml,Fasciculaciones linguales,937,962,B-Grp_Enfermedad
875,ES100978.xml,debilidad cervical,967,985,B-Grp_Enfermedad
877,ES100978.xml,paraparesia,1022,1033,B-Grp_Enfermedad
878,ES100978.xml,Dorsiflexión de ambos pies,1062,1088,B-Estructura_Corporal
879,ES100978.xml,debilidad,1109,1118,B-Grp_Enfermedad
881,ES100978.xml,déficit sensitivo,1146,1163,B-Grp_Enfermedad
882,ES100978.xml,Reflejo osteo-tendinoso,1165,1188,B-Grp_Enfermedad
883,ES100978.xml,reflejo cutáneo-plantar derecho,1237,1268,B-Grp_Enfermedad
884,ES100978.xml,Fasciculaciones,1304,1319,B-Grp_Enfermedad
887,ES100978.xml,Atrofia muscular,1372,1388,B-Grp_Enfermedad
891,ES100978.xml,enfermedad,1657,1667,B-Grp_Enfermedad
892,ES100978.xml,patrón neurógeno,1808,1824,B-Calificador
895,ES100978.xml,fibrilaciones,1889,1902,B-Grp_Enfermedad
896,ES100978.xml,enfermedad de motoneurona,1938,1963,B-Grp_Enfermedad
900,ES100978.xml,paraparesia,2366,2377,B-Grp_Enfermedad
902,ES100978.xml,atrofia muscular de ambos muslos,2411,2443,B-Grp_Enfermedad
903,ES100978.xml,disfagia,2445,2453,B-Grp_Enfermedad
904,ES100978.xml,afectación,2472,2482,B-Grp_Enfermedad
907,ES100978.xml,miopatía,2620,2628,B-Grp_Enfermedad
908,ES100978.xml,miopatía,2645,2653,B-Grp_Enfermedad
909,ES100978.xml,afectación bulbar,2658,2675,B-Grp_Enfermedad
911,ES100978.xml,miopatía,2699,2707,B-Grp_Enfermedad
913,ES100978.xml,enfermedad primaria,2853,2872,B-Grp_Enfermedad
915,ES100978.xml,progresión,2997,3007,B-Grp_Enfermedad
916,ES100978.xml,debilidad,3040,3049,B-Grp_Enfermedad
919,ES100978.xml,Atrofia,3096,3103,B-Grp_Enfermedad
921,ES100978.xml,Fasciculaciones,3174,3189,B-Grp_Enfermedad
924,ES100978.xml,afonía,3249,3255,B-Grp_Enfermedad
925,ES100978.xml,enfermedad de motoneurona,3298,3323,B-Grp_Enfermedad
928,ES100978.xml,shock séptico,3524,3537,B-Grp_Enfermedad
931,ES100978.xml,trastorno adaptativo secundario,3692,3723,B-Grp_Enfermedad
932,ES100978.xml,exitus,3780,3786,B-Grp_Enfermedad
1917,ES100937.xml,fiebre,44,50,B-Grp_Enfermedad
1918,ES100937.xml,irritabilidad,86,99,B-Grp_Enfermedad
1919,ES100937.xml,mucosidad nasal,101,116,B-Grp_Enfermedad
1920,ES100937.xml,exantema,155,163,B-Grp_Enfermedad
1922,ES100937.xml,leucocitos,262,272,B-Estructura_Corporal
1923,ES100937.xml,segmentados,282,293,B-Estructura_Corporal
1924,ES100937.xml,cayados,299,306,B-Estructura_Corporal
1925,ES100937.xml,linfocitos,311,321,B-Estructura_Corporal
1926,ES100937.xml,monocitos,327,336,B-Estructura_Corporal
1927,ES100937.xml,plaquetas,395,404,B-Estructura_Corporal
1929,ES100937.xml,infección bacteriana grave,566,592,B-Grp_Enfermedad
1933,ES100937.xml,Febril,789,795,B-Grp_Enfermedad
1934,ES100937.xml,irritabilidad,835,848,B-Grp_Enfermedad
1935,ES100937.xml,mal color,850,859,B-Grp_Enfermedad
1936,ES100937.xml,exantema,898,906,B-Grp_Enfermedad
1937,ES100937.xml,dificultad respiratoria,922,945,B-Grp_Enfermedad
1938,ES100937.xml,leucocitos,996,1006,B-Estructura_Corporal
1939,ES100937.xml,segmentados,1016,1027,B-Estructura_Corporal
1940,ES100937.xml,cayados,1033,1040,B-Estructura_Corporal
1941,ES100937.xml,linfocitos,1045,1055,B-Estructura_Corporal
1942,ES100937.xml,linfocitos,1061,1071,B-Estructura_Corporal
1943,ES100937.xml,monocitos,1085,1094,B-Estructura_Corporal
1944,ES100937.xml,reticulocitos,1101,1114,B-Estructura_Corporal
1945,ES100937.xml,plaquetas,1146,1155,B-Estructura_Corporal
1948,ES100937.xml,infiltrados alveolointersticiales bilaterales,1250,1295,B-Grp_Enfermedad
1949,ES100937.xml,edema agudo,1348,1359,B-Grp_Enfermedad
1951,ES100937.xml,pancitopenia,1391,1403,B-Grp_Enfermedad
1952,ES100937.xml,gripe,1481,1486,B-Grp_Enfermedad
1953,ES100937.xml,oxigenoterapia,1500,1514,B-Grp_Medicamento
1954,ES100937.xml,infección,1772,1781,B-Grp_Enfermedad
1956,ES100937.xml,insuficiencia respiratoria,1802,1828,B-Grp_Enfermedad
1957,ES100937.xml,pancitopenia,1831,1843,B-Grp_Enfermedad
1958,ES100937.xml,eritema infeccioso,2031,2049,B-Grp_Enfermedad
1793,ES100513.xml,asimetría facial,43,59,B-Grp_Enfermedad
1794,ES100513.xml,hipoplasia facial derecha,72,97,B-Grp_Enfermedad
1795,ES100513.xml,anquílosis mandibular,124,145,B-Grp_Enfermedad
1797,ES100513.xml,microrretrognatia,197,214,B-Grp_Enfermedad
1798,ES100513.xml,maloclusión,295,306,B-Grp_Enfermedad
1623,ES100063.xml,dolor,75,80,B-Grp_Enfermedad
1625,ES100063.xml,alteración del hábito intestinal,146,178,B-Grp_Enfermedad
1626,ES100063.xml,síndrome general,192,208,B-Grp_Enfermedad
1627,ES100063.xml,clínica urológica,212,229,B-Grp_Enfermedad
1628,ES100063.xml,obesidad moderada,329,346,B-Grp_Enfermedad
1629,ES100063.xml,hábito cushingoide,358,376,B-Grp_Enfermedad
1630,ES100063.xml,estigmas,380,388,B-Grp_Enfermedad
1634,ES100063.xml,masas,570,575,B-Grp_Enfermedad
1635,ES100063.xml,organomegalias,578,592,B-Grp_Enfermedad
1637,ES100063.xml,dolor,609,614,B-Grp_Enfermedad
1638,ES100063.xml,presión profunda,620,636,I-Calificador
1642,ES100063.xml,tumoración,917,927,B-Grp_Enfermedad
1644,ES100063.xml,metástasis hepáticas,1001,1021,B-Grp_Enfermedad
1645,ES100063.xml,masa,1043,1047,B-Grp_Enfermedad
1647,ES100063.xml,infiltración,1167,1179,B-Grp_Enfermedad
1648,ES100063.xml,afectación ganglionar retroperitoneal,1216,1253,B-Grp_Enfermedad
1649,ES100063.xml,metástasis,1257,1267,B-Grp_Enfermedad
1650,ES100063.xml,trombosis tumoral,1320,1337,B-Grp_Enfermedad
1653,ES100063.xml,infiltración parietal,1538,1559,B-Grp_Enfermedad
1654,ES100063.xml,masa suprarrenal,1584,1600,B-Grp_Enfermedad
1655,ES100063.xml,incisión subcostal derecha transperitoneal,1661,1703,B-Grp_Enfermedad
1658,ES100063.xml,tumoración,1776,1786,B-Grp_Enfermedad
1672,ES100063.xml,patrón fascicular,2654,2671,B-Grp_Enfermedad
1677,ES100063.xml,LEIOMIOSARCOMA,2872,2886,B-Grp_Enfermedad
1679,ES100063.xml,enfermedad,3378,3388,B-Grp_Enfermedad
121,ES100705.xml,fístula oronasal,100,116,B-Grp_Enfermedad
122,ES100705.xml,palatoplastía,197,210,B-Grp_Enfermedad
125,ES100705.xml,fístula oronasal,356,372,B-Grp_Enfermedad
126,ES100705.xml,reflujo nasal,400,413,B-Grp_Enfermedad
128,ES100705.xml,fístula oronasal,475,491,B-Grp_Enfermedad
131,ES100705.xml,defecto,704,711,B-Grp_Enfermedad
134,ES100705.xml,defecto,800,807,B-Grp_Enfermedad
136,ES100705.xml,piso nasal,966,976,B-Grp_Enfermedad
137,ES100705.xml,colgajo,1076,1083,B-Estructura_Corporal
144,ES100705.xml,fístula oronasal,1440,1456,B-Grp_Enfermedad
145,ES100705.xml,isquemia,1614,1622,B-Grp_Enfermedad
146,ES100705.xml,pedículo,1649,1657,B-Estructura_Corporal
147,ES100705.xml,anestesia,1663,1672,B-Grp_Medicamento
149,ES100705.xml,dehiscencia,1753,1764,B-Grp_Enfermedad
2267,ES100659.xml,diabetes,64,72,B-Grp_Enfermedad
2268,ES100659.xml,pancreatitis aguda alitiásica moderada,94,132,B-Grp_Enfermedad
2269,ES100659.xml,dolor agudo,161,172,B-Grp_Enfermedad
2271,ES100659.xml,náuseas,200,207,B-Grp_Enfermedad
2273,ES100659.xml,ocupación,265,274,B-Grp_Enfermedad
2275,ES100659.xml,irritación peritoneal,305,326,B-Grp_Enfermedad
2276,ES100659.xml,síncope,455,462,B-Grp_Enfermedad
2278,ES100659.xml,pseudoquiste pancreático,616,640,B-Grp_Enfermedad
638,ES100840.xml,bocio difuso,36,48,B-Grp_Enfermedad
639,ES100840.xml,mioma uterino calcificado,67,92,B-Grp_Enfermedad
641,ES100840.xml,dolor abdominal cólico,208,230,B-Grp_Enfermedad
642,ES100840.xml,distensión abdominal,241,261,B-Grp_Enfermedad
643,ES100840.xml,deposiciones líquidas,271,292,B-Grp_Enfermedad
645,ES100840.xml,cicatrices,567,577,B-Grp_Enfermedad
646,ES100840.xml,distendido,579,589,B-Grp_Enfermedad
647,ES100840.xml,timpanizado,592,603,B-Grp_Enfermedad
648,ES100840.xml,doloroso,605,613,B-Grp_Enfermedad
651,ES100840.xml,irritación peritoneal,709,730,B-Grp_Enfermedad
652,ES100840.xml,masas,746,751,B-Grp_Enfermedad
653,ES100840.xml,visceromegalias,755,770,B-Grp_Enfermedad
655,ES100840.xml,leucocitosis,845,857,B-Grp_Enfermedad
660,ES100840.xml,dilatación,1083,1093,B-Grp_Enfermedad
664,ES100840.xml,calcificaciones uterinas,1199,1223,B-Grp_Enfermedad
665,ES100840.xml,mioma,1238,1243,B-Grp_Enfermedad
667,ES100840.xml,hiperperistaltismo,1298,1316,B-Grp_Enfermedad
668,ES100840.xml,líquido libre,1344,1357,B-Grp_Enfermedad
671,ES100840.xml,dilatación,1432,1442,B-Grp_Enfermedad
678,ES100840.xml,contraste,1599,1608,B-Grp_Medicamento
683,ES100840.xml,calcificaciones grumosas,1693,1717,B-Grp_Enfermedad
685,ES100840.xml,fluidoterapia,1793,1806,B-Grp_Medicamento
686,ES100840.xml,analgesia,1809,1818,B-Grp_Medicamento
687,ES100840.xml,laparotomía media infraumbilical,1974,2006,B-Procedimiento
689,ES100840.xml,dilatación,2065,2075,B-Grp_Enfermedad
691,ES100840.xml,engrosamiento estenosante,2092,2117,B-Grp_Enfermedad
695,ES100840.xml,adenopatías mesentéricas,2233,2257,B-Grp_Enfermedad
702,ES100840.xml,adherencias,2584,2595,B-Grp_Enfermedad
703,ES100840.xml,fibrosis,2598,2606,B-Grp_Enfermedad
707,ES100840.xml,estroma endometrial,2717,2736,B-Grp_Enfermedad
708,ES100840.xml,aumento del infiltrado inflamatorio,2763,2798,B-Grp_Enfermedad
709,ES100840.xml,fibrosis,2801,2809,B-Grp_Enfermedad
711,ES100840.xml,hipertrofia,2839,2850,B-Grp_Enfermedad
714,ES100840.xml,lesión,2900,2906,B-Grp_Enfermedad
715,ES100840.xml,endometriosis ileocecal,2951,2974,B-Grp_Enfermedad
1421,ES100713.xml,tumoración malar izquierda progresiva,84,121,B-Grp_Enfermedad
1423,ES100713.xml,traumatismo,203,214,B-Grp_Enfermedad
1424,ES100713.xml,lesión,254,260,B-Grp_Enfermedad
1426,ES100713.xml,lesión malar,430,442,B-Grp_Enfermedad
1428,ES100713.xml,calcificación parcial,472,493,B-Grp_Enfermedad
1429,ES100713.xml,lesión medular,571,585,B-Grp_Enfermedad
1430,ES100713.xml,infiltración,673,685,B-Grp_Enfermedad
1431,ES100713.xml,reacción perióstica,689,708,B-Grp_Enfermedad
1432,ES100713.xml,lesión osteolítica malar,753,777,B-Grp_Enfermedad
1433,ES100713.xml,infiltración,857,869,B-Grp_Enfermedad
1436,ES100713.xml,lesión vascular,977,992,B-Grp_Enfermedad
1440,ES100713.xml,anestesia,1103,1112,B-Grp_Medicamento
1443,ES100713.xml,lesión,1240,1246,B-Grp_Enfermedad
1447,ES100713.xml,hemangioma intraóseo,1730,1750,B-Grp_Enfermedad
1448,ES100713.xml,malformación venosa intraósea,1914,1943,B-Grp_Enfermedad
1352,ES100896.xml,tos escasa,81,91,B-Grp_Enfermedad
1353,ES100896.xml,dificultad respiratoria,94,117,B-Grp_Enfermedad
1354,ES100896.xml,vómitos,162,169,B-Grp_Enfermedad
1355,ES100896.xml,rinorrea,208,216,B-Grp_Enfermedad
1356,ES100896.xml,broncoespasmo,289,302,B-Grp_Enfermedad
1357,ES100896.xml,asma,359,363,B-Grp_Enfermedad
1360,ES100896.xml,frecuencia respiratoria,554,577,B-Grp_Enfermedad
1361,ES100896.xml,irritable,679,688,B-Grp_Enfermedad
1362,ES100896.xml,respiración entrecortada,743,767,B-Grp_Enfermedad
1363,ES100896.xml,tiraje subcostal,773,789,B-Grp_Enfermedad
1365,ES100896.xml,sibilancias espiratorias bilaterales,881,917,B-Grp_Enfermedad
1366,ES100896.xml,espiración alargada,920,939,B-Grp_Enfermedad
1369,ES100896.xml,hiperémica,999,1009,B-Grp_Enfermedad
1370,ES100896.xml,abundante moco,1015,1029,B-Calificador
1372,ES100896.xml,hiperemia timpánica bilateral,1073,1102,B-Grp_Enfermedad
1374,ES100896.xml,atrapamiento,1264,1276,B-Grp_Enfermedad
1377,ES100896.xml,enfisema subcutáneo,1362,1381,B-Grp_Enfermedad
1379,ES100896.xml,neumomediastino,1429,1444,B-Grp_Enfermedad
1380,ES100896.xml,broncoespasmo,1456,1469,B-Grp_Enfermedad
1383,ES100896.xml,salbutamol,1582,1592,B-Grp_Medicamento
1384,ES100896.xml,síntomas,1696,1704,B-Grp_Enfermedad
1385,ES100896.xml,dificultad respiratoria,1708,1731,B-Grp_Enfermedad
1387,ES100896.xml,disminución del tamaño,1790,1812,B-Grp_Enfermedad
2629,ES100064.xml,disestesia facial,50,67,B-Grp_Enfermedad
2630,ES100064.xml,ptosis palpebral izquierda,70,96,B-Grp_Enfermedad
2631,ES100064.xml,proptosis,99,108,B-Grp_Enfermedad
2633,ES100064.xml,hipertensión arterial,170,191,B-Grp_Enfermedad
2634,ES100064.xml,ulcus duodenal,230,244,B-Grp_Enfermedad
2635,ES100064.xml,poliposis laríngea,265,283,B-Grp_Enfermedad
2636,ES100064.xml,adenocarcinoma prostático,335,360,B-Grp_Enfermedad
2637,ES100064.xml,rastreo óseo,464,476,B-Grp_Enfermedad
2638,ES100064.xml,metástasis óseas,501,517,B-Grp_Enfermedad
2640,ES100064.xml,adormecimiento facial derecho,752,781,B-Grp_Enfermedad
2642,ES100064.xml,ptosis palpebral izquierda,841,867,B-Grp_Enfermedad
2644,ES100064.xml,dolor facial,917,929,B-Grp_Enfermedad
2646,ES100064.xml,ptosis palpebral izquierda,1035,1061,B-Grp_Enfermedad
2648,ES100064.xml,soplo,1101,1106,B-Grp_Enfermedad
2649,ES100064.xml,paresia,1121,1128,B-Grp_Enfermedad
