,file,string,begin,end,type
1542,ES100819.xml,rodillas,1620,1628,B-Estructura_Corporal
1544,ES100819.xml,tibial,1673,1679,B-Estructura_Corporal
1545,ES100819.xml,dorso,1722,1727,B-Estructura_Corporal
1546,ES100819.xml,dedo,1865,1869,B-Estructura_Corporal
1547,ES100819.xml,línea media,1876,1887,B-Estructura_Corporal
1548,ES100819.xml,aponeurosis común sacro-lumbar,1900,1930,B-Grp_Enfermedad
1549,ES100819.xml,musculatura paravertebral,1946,1971,B-Estructura_Corporal
1550,ES100819.xml,raíz,2002,2006,B-Estructura_Corporal
1552,ES100819.xml,hernia discal,2021,2034,B-Grp_Enfermedad
1553,ES100819.xml,extraída,2035,2043,B-Grp_Enfermedad
1556,ES100819.xml,ojos,2325,2329,B-Estructura_Corporal
1558,ES100819.xml,cerebral,2495,2503,B-Estructura_Corporal
1559,ES100819.xml,coroidea intraventricular derecha,2564,2597,B-Estructura_Corporal
1560,ES100819.xml,yuxtaósea occipital derecha,2641,2668,B-Estructura_Corporal
1561,ES100819.xml,craneal,2713,2720,B-Estructura_Corporal
1562,ES100819.xml,áreas posteriores de ambos lóbulos occipitales,2786,2832,B-Estructura_Corporal
1564,ES100819.xml,dexametasona,3042,3054,B-Grp_Medicamento
1565,ES100819.xml,vasodilatadores,3057,3072,B-Grp_Medicamento
1571,ES100736.xml,intratecal,213,223,B-Estructura_Corporal
1573,ES100736.xml,enfermedad,342,352,B-Grp_Enfermedad
1574,ES100736.xml,lumbares,407,415,B-Estructura_Corporal
1575,ES100736.xml,intratecal,450,460,B-Estructura_Corporal
1576,ES100736.xml,líquido cefalorraquídeo,508,531,B-Estructura_Corporal
1577,ES100736.xml,plaquetas,674,683,B-Estructura_Corporal
1578,ES100736.xml,PL,864,866,B-Estructura_Corporal
1579,ES100736.xml,quimioterapia,953,966,B-Grp_Medicamento
1580,ES100736.xml,médula ósea,1012,1023,B-Estructura_Corporal
1582,ES100736.xml,concentrados de plaquetas,1135,1160,B-Grp_Medicamento
1584,ES100736.xml,trombocitopenia,1321,1336,B-Grp_Enfermedad
1589,ES100736.xml,ambos MMII,1568,1578,B-Estructura_Corporal
1591,ES100736.xml,pies,1716,1720,B-Estructura_Corporal
1592,ES100736.xml,esfínteres,1781,1791,B-Estructura_Corporal
1593,ES100736.xml,dorsolumbar,1824,1835,B-Estructura_Corporal
1595,ES100736.xml,medular,1938,1945,B-Estructura_Corporal
1596,ES100736.xml,D12,1970,1973,B-Estructura_Corporal
1597,ES100736.xml,L4,1980,1982,B-Estructura_Corporal
1598,ES100736.xml,contraste,2051,2060,B-Grp_Medicamento
1600,ES100736.xml,L4,2161,2163,B-Estructura_Corporal
1602,ES100736.xml,membrana aracnoidea,2269,2288,B-Estructura_Corporal
1604,ES100736.xml,medular,2384,2391,B-Estructura_Corporal
1605,ES100736.xml,gran,2459,2463,B-Calificador
1607,ES100736.xml,membrana aracnoidea,2506,2525,B-Estructura_Corporal
1609,ES100736.xml,aracnoides,2585,2595,B-Estructura_Corporal
1610,ES100736.xml,raíces dorsales,2615,2630,B-Estructura_Corporal
1612,ES100736.xml,nerviosas,2800,2809,B-Estructura_Corporal
1614,ES100736.xml,hematoma,2882,2890,B-Grp_Enfermedad
1615,ES100736.xml,plano dural,2941,2952,B-Estructura_Corporal
1616,ES100736.xml,de la fuerza,3119,3131,B-Calificador
1619,ES100736.xml,leve,3243,3247,B-Calificador
1620,ES100736.xml,miembros inferiores,3274,3293,B-Estructura_Corporal
1621,ES100736.xml,médula ósea,3381,3392,B-Estructura_Corporal
1624,ES100063.xml,hipocondrio derecho,84,103,B-Estructura_Corporal
1631,ES100063.xml,cardiopulmonar,460,474,B-Estructura_Corporal
1632,ES100063.xml,abdomen,489,496,B-Estructura_Corporal
1633,ES100063.xml,globuloso,500,509,B-Grp_Enfermedad
1636,ES100063.xml,leve,604,608,B-Calificador
1639,ES100063.xml,hipocondrio derecho,640,659,B-Estructura_Corporal
1640,ES100063.xml,Murphy,685,691,B-Grp_Enfermedad
1641,ES100063.xml,suprarrenal,822,833,B-Estructura_Corporal
1643,ES100063.xml,área suprarrenal derecha,934,958,B-Estructura_Corporal
1646,ES100063.xml,vena cava inferior,1093,1111,B-Estructura_Corporal
1651,ES100063.xml,afectación,1420,1430,B-Grp_Enfermedad
1652,ES100063.xml,tejidos vecinos,1434,1449,B-Estructura_Corporal
1656,ES100063.xml,región suprarrenal derecha,1718,1744,B-Estructura_Corporal
1657,ES100063.xml,voluminosa,1765,1775,B-Calificador
1659,ES100063.xml,pared lateral,1902,1915,B-Estructura_Corporal
1660,ES100063.xml,vena cava,1931,1940,B-Estructura_Corporal
1661,ES100063.xml,venoso proximal,1997,2012,B-Estructura_Corporal
1662,ES100063.xml,masa,2027,2031,B-Grp_Enfermedad
1663,ES100063.xml,polipropileno,2049,2062,B-Grp_Enfermedad
1664,ES100063.xml,pared,2069,2074,B-Estructura_Corporal
1665,ES100063.xml,vena cava inferior,2081,2099,B-Estructura_Corporal
1666,ES100063.xml,aspecto carnoso,2344,2359,B-Calificador
1667,ES100063.xml,pardo-grisácea,2373,2387,B-Grp_Enfermedad
1668,ES100063.xml,tejido suprarrenal,2412,2430,B-Estructura_Corporal
1669,ES100063.xml,núcleos pleomórficos,2575,2595,B-Grp_Enfermedad
1670,ES100063.xml,gran tamaño,2599,2610,B-Calificador
1671,ES100063.xml,células multinucleadas,2616,2638,B-Grp_Enfermedad
1673,ES100063.xml,gran aumento,2723,2735,B-Calificador
1674,ES100063.xml,necrosis intratumoral,2755,2776,B-Grp_Enfermedad
1675,ES100063.xml,tejido suprarrenal,2791,2809,B-Estructura_Corporal
1676,ES100063.xml,área periférica,2822,2837,B-Estructura_Corporal
1678,ES100063.xml,CAVA,2890,2894,B-Estructura_Corporal
1681,ES100177.xml,Enalapril,83,92,B-Grp_Medicamento
1684,ES100177.xml,infundíbulo de cáliz superior,145,174,B-Estructura_Corporal
1685,ES100177.xml,infundíbulo de cáliz inferior de riñón izquierdo,211,259,B-Estructura_Corporal
1686,ES100177.xml,litiasis,271,279,B-Grp_Enfermedad
1687,ES100177.xml,renal,335,340,B-Estructura_Corporal
1700,ES100001.xml,próstata,208,216,B-Estructura_Corporal
1702,ES100001.xml,transrectal,342,353,B-Estructura_Corporal
1704,ES100001.xml,lóbulo,450,456,B-Estructura_Corporal
1705,ES100001.xml,D prostático,457,469,B-Grp_Enfermedad
1706,ES100001.xml,lesión,506,512,B-Grp_Enfermedad
1707,ES100001.xml,citrato,582,589,B-Grp_Medicamento
1709,ES100001.xml,transrectal,719,730,B-Estructura_Corporal
1715,ES100832.xml,esteroideos,234,245,B-Grp_Enfermedad
1720,ES100832.xml,antitérmico,446,457,B-Grp_Medicamento
1727,ES100832.xml,arterial,808,816,B-Estructura_Corporal
1730,ES100832.xml,nuca,914,918,B-Estructura_Corporal
1734,ES100832.xml,corticoides,1213,1224,B-Grp_Medicamento
1736,ES100832.xml,cardiopulmonar,1343,1357,B-Estructura_Corporal
1738,ES100832.xml,shock,1424,1429,B-Grp_Enfermedad
1740,ES100832.xml,cefálico,1603,1611,B-Estructura_Corporal
1741,ES100832.xml,cara anterior del tercio superior del tórax,1620,1663,B-Estructura_Corporal
1743,ES100832.xml,conjuntiva tarsal de ambos párpados inferiores,1683,1729,B-Estructura_Corporal
1749,ES100832.xml,tejido subcutáneo retromamario de ambos lados,1990,2035,B-Estructura_Corporal
1750,ES100832.xml,aspecto purulento,2040,2057,B-Calificador
1751,ES100832.xml,Hígado,2062,2068,B-Estructura_Corporal
1752,ES100832.xml,glándulas suprarrenales,2127,2150,B-Estructura_Corporal
1753,ES100832.xml,encéfalo,2205,2213,B-Estructura_Corporal
1754,ES100832.xml,congestivo,2234,2244,B-Grp_Enfermedad
1755,ES100832.xml,edematoso generalizado,2247,2269,B-Grp_Enfermedad
1756,ES100832.xml,quiste,2297,2303,B-Grp_Enfermedad
1757,ES100832.xml,lóbulo parietal izquierdo,2310,2335,B-Estructura_Corporal
1758,ES100832.xml,pulmón,2434,2440,B-Estructura_Corporal
1759,ES100832.xml,hígado,2442,2448,B-Estructura_Corporal
1760,ES100832.xml,bazo,2450,2454,B-Estructura_Corporal
1761,ES100832.xml,suprarrenales,2456,2469,B-Estructura_Corporal
1762,ES100832.xml,corazón,2471,2478,B-Estructura_Corporal
1763,ES100832.xml,humor vítreo,2499,2511,B-Grp_Medicamento
1764,ES100832.xml,líquido pericárdico,2513,2532,B-Estructura_Corporal
1765,ES100832.xml,intestinal,2544,2554,B-Estructura_Corporal
1766,ES100832.xml,frotis bronquial,2556,2572,B-Grp_Enfermedad
1768,ES100832.xml,exudado subcutáneo del pectoral derecho,2614,2653,B-Estructura_Corporal
1770,ES100832.xml,cadena,2761,2767,B-Estructura_Corporal
1771,ES100832.xml,polimerasa,2774,2784,B-Estructura_Corporal
1773,ES100832.xml,escasa cantidad,2893,2908,B-Calificador
1774,ES100832.xml,encefálico,2918,2928,B-Estructura_Corporal
1775,ES100832.xml,antibióticos,3017,3029,B-Grp_Medicamento
1776,ES100832.xml,encéfalo,3138,3146,B-Estructura_Corporal
1780,ES100832.xml,Ambas suprarrenales,3233,3252,B-Estructura_Corporal
1782,ES100832.xml,hígado,3284,3290,B-Estructura_Corporal
1784,ES100832.xml,renal,3353,3358,B-Estructura_Corporal
1785,ES100832.xml,CID,3392,3395,B-Grp_Enfermedad
1792,ES100513.xml,gran,38,42,B-Calificador
1796,ES100513.xml,gran retracción tisular,160,183,B-Calificador
1799,ES100513.xml,articulación témporomandibular derecha,393,431,B-Estructura_Corporal
1800,ES100513.xml,cuello condilar,464,479,B-Estructura_Corporal
1806,ES100571.xml,próstata,155,163,B-Estructura_Corporal
1807,ES100571.xml,radioterapia,207,219,B-Grp_Medicamento
1809,ES100571.xml,del ritmo intestinal,396,416,B-Calificador
1814,ES100571.xml,abdomen,590,597,B-Estructura_Corporal
1815,ES100571.xml,doloroso,621,629,B-Grp_Enfermedad
1826,ES100571.xml,fase aguda,1013,1023,B-Calificador
1828,ES100571.xml,malabsorción,1091,1103,B-Grp_Enfermedad
1829,ES100571.xml,colestasis,1132,1142,B-Grp_Enfermedad
1832,ES100571.xml,tórax,1398,1403,B-Estructura_Corporal
1833,ES100571.xml,mucosa,1485,1491,B-Estructura_Corporal
1834,ES100571.xml,eritematoso,1558,1569,B-Grp_Enfermedad
1837,ES100571.xml,crónica,1708,1715,B-Calificador
1840,ES100571.xml,abdominopélvica,1860,1875,B-Estructura_Corporal
1843,ES100571.xml,asas de intestino delgado,1936,1961,B-Estructura_Corporal
1844,ES100571.xml,yeyuno distal,1973,1986,B-Estructura_Corporal
1845,ES100571.xml,íleon,1989,1994,B-Estructura_Corporal
1849,ES100571.xml,grasa perirrectal,2137,2154,B-Estructura_Corporal
1850,ES100571.xml,pared vesical,2156,2169,B-Estructura_Corporal
1851,ES100571.xml,recto,2175,2180,B-Estructura_Corporal
1852,ES100571.xml,radioterapia,2206,2218,B-Grp_Medicamento
1855,ES100571.xml,válvulas,2341,2349,B-Estructura_Corporal
1856,ES100571.xml,yeyuno,2373,2379,B-Estructura_Corporal
1857,ES100571.xml,asas de íleon pélvico,2385,2406,B-Estructura_Corporal
1858,ES100571.xml,calibre disminuido,2410,2428,I-Grp_Enfermedad
1859,ES100571.xml,yeyuno,2469,2475,B-Estructura_Corporal
1862,ES100571.xml,asa ileal,2618,2627,B-Estructura_Corporal
1864,ES100571.xml,abdominal,2769,2778,B-Estructura_Corporal
1865,ES100571.xml,eosinofilia periférica,2835,2857,B-Grp_Enfermedad
1866,ES100571.xml,corticoides,2913,2924,B-Grp_Medicamento
1870,ES100571.xml,eosinofilia,3251,3262,B-Grp_Enfermedad
1871,ES100571.xml,leucocitos,3376,3386,B-Estructura_Corporal
1887,ES100091.xml,flanco izquierdo,445,461,B-Estructura_Corporal
1892,ES100091.xml,diurna,631,637,B-Grp_Medicamento
1894,ES100091.xml,abdominal,733,742,B-Estructura_Corporal
1896,ES100091.xml,flanco izquierdo,759,775,B-Estructura_Corporal
1897,ES100091.xml,Rectal,807,813,B-Estructura_Corporal
1898,ES100091.xml,próstata grado I-II,815,834,B-Estructura_Corporal
1901,ES100091.xml,genito urinario,1020,1035,B-Estructura_Corporal
1903,ES100091.xml,flanco izquierdo,1062,1078,B-Estructura_Corporal
1904,ES100091.xml,psoas,1104,1109,B-Estructura_Corporal
1905,ES100091.xml,renal,1135,1140,B-Estructura_Corporal
1907,ES100091.xml,riñón izquierdo,1163,1178,B-Estructura_Corporal
1908,ES100091.xml,abdominopélvico,1194,1209,B-Estructura_Corporal
1910,ES100091.xml,vesículas,1239,1248,B-Estructura_Corporal
1912,ES100091.xml,renal,1591,1596,B-Estructura_Corporal
1914,ES100091.xml,Albendazol,1901,1911,B-Grp_Medicamento
1921,ES100937.xml,eritematoso de pequeños elementos,164,197,B-Grp_Enfermedad
1928,ES100937.xml,líquido hemorrágico,523,542,B-Grp_Enfermedad
1930,ES100937.xml,antibiótico,622,633,B-Grp_Medicamento
1931,ES100937.xml,ampicilina,663,673,B-Grp_Medicamento
1932,ES100937.xml,herpes simple,774,787,B-Grp_Enfermedad
1946,ES100937.xml,capilar,1179,1186,B-Estructura_Corporal
1947,ES100937.xml,tórax,1242,1247,B-Estructura_Corporal
1950,ES100937.xml,pulmón,1363,1369,B-Estructura_Corporal
1955,ES100937.xml,parvovirus,1786,1796,B-Grp_Enfermedad
1960,ES100791.xml,Durogesic,86,95,B-Grp_Medicamento
1963,ES100791.xml,cuadro doloroso,218,233,B-Grp_Enfermedad
1965,ES100962.xml,canino inferior izquierdo,168,193,B-Estructura_Corporal
1966,ES100962.xml,canino temporal,232,247,B-Estructura_Corporal
1968,ES100962.xml,canino inferior izquierdo,611,636,B-Estructura_Corporal
1969,ES100962.xml,caninos inferiores,696,714,B-Estructura_Corporal
1970,ES100962.xml,irritación,1092,1102,B-Grp_Enfermedad
1971,ES100962.xml,nervio dentario inferior,1107,1131,B-Estructura_Corporal
1972,ES100962.xml,incisivo lateral izquierdo,1266,1292,B-Estructura_Corporal
1973,ES100962.xml,nervio mentoniano derecho,1411,1436,B-Estructura_Corporal
1974,ES100962.xml,saco pericoronario,1556,1574,B-Estructura_Corporal
1976,ES100962.xml,analgésico,1636,1646,B-Grp_Medicamento
1984,ES100633.xml,hemiabdomen superior,54,74,B-Estructura_Corporal
1985,ES100633.xml,abdominal,132,141,B-Estructura_Corporal
1987,ES100633.xml,colon descendente,192,209,B-Estructura_Corporal
1989,ES100633.xml,baja actividad mitótica,327,350,B-Grp_Enfermedad
1990,ES100633.xml,inmunohistoquímico,390,408,B-Calificador
1992,ES100633.xml,epiplones,517,526,B-Grp_Enfermedad
1993,ES100633.xml,pared del ciego,544,559,B-Estructura_Corporal
1996,ES100727.xml,facial,176,182,B-Estructura_Corporal
1997,ES100727.xml,severa,192,198,B-Calificador
1999,ES100727.xml,úvula,301,306,B-Estructura_Corporal
2002,ES100727.xml,pared abdominal,458,473,B-Estructura_Corporal
2004,ES100727.xml,deglución,705,714,B-Grp_Enfermedad
2007,ES100727.xml,segmento central,1050,1066,B-Estructura_Corporal
2008,ES100727.xml,lengua,1085,1091,B-Estructura_Corporal
2010,ES100727.xml,transversal,1183,1194,B-Grp_Medicamento
2011,ES100727.xml,sangrado transoperatorio,1293,1317,B-Grp_Enfermedad
2014,ES100727.xml,orotraqueal,1404,1415,B-Estructura_Corporal
2015,ES100727.xml,cornetes nasales,1461,1477,B-Grp_Enfermedad
2016,ES100727.xml,nasotraqueal,1512,1524,B-Estructura_Corporal
2017,ES100727.xml,extremidades laterales,1633,1655,B-Estructura_Corporal
2018,ES100727.xml,lengua,1675,1681,B-Estructura_Corporal
2019,ES100727.xml,tejido del tipo Allis,1726,1747,B-Estructura_Corporal
2020,ES100727.xml,metileno,1869,1877,B-Grp_Medicamento
2022,ES100727.xml,epinefrina,1937,1947,B-Grp_Medicamento
2024,ES100727.xml,lesiones,2157,2163,B-Grp_Enfermedad
2025,ES100727.xml,ramas del nervio lingual,2176,2192,B-Estructura_Corporal
2026,ES100727.xml,hematoma lingual,2291,2301,B-Grp_Enfermedad
2027,ES100727.xml,sangrado,2319,2320,B-Grp_Enfermedad
2029,ES100727.xml,segmentos fueron,2380,2385,B-Estructura_Corporal
2031,ES100727.xml,lengua,2650,2656,B-Estructura_Corporal
2032,ES100727.xml,vía aérea,2678,2687,B-Estructura_Corporal
2033,ES100727.xml,naturaleza hemorrágica,2733,2755,B-Grp_Enfermedad
2034,ES100727.xml,infecciosa,2758,2768,B-Calificador
2035,ES100727.xml,lengua,2899,2905,B-Estructura_Corporal
2037,ES100727.xml,lengua,3040,3046,B-Estructura_Corporal
2038,ES100727.xml,sentido transversal,3053,3072,B-Estructura_Corporal
2039,ES100727.xml,longitudinal,3075,3087,B-Calificador
2041,ES100727.xml,ortodóncico,3194,3205,B-Estructura_Corporal
2042,ES100727.xml,discrepancia maxilomandibular,3288,3317,B-Grp_Enfermedad
2045,ES100521.xml,neumococo,123,132,B-Grp_Enfermedad
2047,ES100521.xml,renal,166,171,B-Estructura_Corporal
2048,ES100521.xml,respiratorio,173,185,B-Estructura_Corporal
2049,ES100521.xml,hematológico,187,199,B-Grp_Enfermedad
2050,ES100521.xml,hemodinámico,202,214,B-Calificador
2052,ES100521.xml,extremidades superiores,449,472,B-Estructura_Corporal
2053,ES100521.xml,prostaglandinas,581,596,B-Grp_Medicamento
2054,ES100521.xml,riesgo vital,665,677,B-Grp_Enfermedad
2055,ES100521.xml,lesiones necróticas residuales,784,814,B-Grp_Enfermedad
2057,ES100521.xml,muslos,919,925,B-Estructura_Corporal
2062,ES100521.xml,pie derecho,1208,1219,B-Estructura_Corporal
2065,ES100521.xml,pretibial derecho,1339,1356,B-Estructura_Corporal
2074,ES100521.xml,pie izquierdo,1660,1673,B-Estructura_Corporal
2075,ES100521.xml,poliuretano,1797,1808,B-Estructura_Corporal
2076,ES100521.xml,VAC GranuFoam,1810,1823,B-Grp_Medicamento
2078,ES100521.xml,mano,2491,2495,B-Estructura_Corporal
2079,ES100521.xml,tejido de granulación de color rojo,2638,2673,B-Estructura_Corporal
2081,ES100521.xml,piel,2772,2776,B-Estructura_Corporal
2083,ES100521.xml,defecto plantar izquierdo,2874,2899,B-Estructura_Corporal
2084,ES100521.xml,piel,2915,2919,B-Estructura_Corporal
2085,ES100521.xml,muslo,2950,2955,B-Estructura_Corporal
2086,ES100521.xml,pie derecho,3008,3019,B-Estructura_Corporal
2087,ES100521.xml,piel,3033,3037,B-Estructura_Corporal
2090,ES100521.xml,piel,3295,3299,B-Estructura_Corporal
2092,ES100521.xml,piel,3588,3592,B-Estructura_Corporal
2098,ES100663.xml,analgésico,262,272,B-Grp_Medicamento
2102,ES100663.xml,cervicotoracoabdominal,380,402,B-Estructura_Corporal
2104,ES100663.xml,esofágico,446,455,B-Estructura_Corporal
2105,ES100663.xml,digestiva,521,530,B-Estructura_Corporal
2107,ES100663.xml,esofágico,595,604,B-Estructura_Corporal
2111,ES100663.xml,dorsal,671,677,B-Estructura_Corporal
2113,ES100663.xml,D12,730,733,B-Estructura_Corporal
2115,ES100663.xml,ósea,809,813,B-Estructura_Corporal
2118,ES100663.xml,origen osteoporótico,918,938,B-Grp_Enfermedad
2119,ES100663.xml,columna dorsal,942,956,B-Estructura_Corporal
2122,ES100663.xml,opiáceo,1136,1143,B-Grp_Medicamento
2124,ES100663.xml,muy mal estado general,1202,1224,B-Calificador
2125,ES100663.xml,abdomen,1274,1281,B-Estructura_Corporal
2128,ES100663.xml,columna dorsal,1379,1393,B-Estructura_Corporal
2130,ES100663.xml,arcada dentaria,1508,1523,B-Estructura_Corporal
2133,ES100663.xml,abdominal,1656,1665,B-Estructura_Corporal
2135,ES100663.xml,segmento IV,1716,1727,B-Estructura_Corporal
2137,ES100663.xml,esofágico,1935,1944,B-Estructura_Corporal
2143,ES100715.xml,zona anterior mandibular,179,203,B-Estructura_Corporal
2148,ES100715.xml,alcohol,393,400,B-Grp_Medicamento
2150,ES100715.xml,zona anterior mandibular,469,493,B-Estructura_Corporal
2151,ES100715.xml,doloroso,518,526,B-Grp_Enfermedad
2152,ES100715.xml,piel,546,550,B-Estructura_Corporal
2153,ES100715.xml,mucosa,553,559,B-Estructura_Corporal
2156,ES100715.xml,neurológico motor,679,696,B-Estructura_Corporal
2158,ES100715.xml,canino derecho,916,930,B-Estructura_Corporal
2159,ES100715.xml,región contralateral,940,960,B-Estructura_Corporal
2160,ES100715.xml,molar izquierdo,987,1002,B-Estructura_Corporal
2163,ES100715.xml,tablas óseas,1062,1074,B-Grp_Enfermedad
2166,ES100715.xml,epitelio poliestratificado,1267,1293,B-Grp_Enfermedad
2167,ES100715.xml,células cilíndricas,1336,1355,B-Estructura_Corporal
2168,ES100715.xml,hipercromático dispuesto,1367,1391,B-Grp_Enfermedad
2175,ES100715.xml,lesión,1960,1966,B-Grp_Enfermedad
2176,ES100715.xml,tablas óseas,2042,2054,B-Grp_Enfermedad
2177,ES100715.xml,vestibular,2061,2071,B-Estructura_Corporal
2178,ES100715.xml,lesión,2251,2257,B-Grp_Enfermedad
2180,ES100715.xml,mandibular,2442,2452,B-Estructura_Corporal
2182,ES100715.xml,tejido epitelial anaplásico,2567,2594,B-Estructura_Corporal
2188,ES100715.xml,tejido conjuntivo subyacente,2831,2859,B-Estructura_Corporal
2189,ES100715.xml,proliferación epitelial,2926,2949,B-Grp_Enfermedad
2190,ES100715.xml,pared quística,2970,2984,B-Estructura_Corporal
2192,ES100715.xml,escamosas intraóseo moderadamente diferenciado,3136,3182,B-Grp_Enfermedad
2193,ES100715.xml,tórax,3273,3278,B-Estructura_Corporal
2194,ES100715.xml,ósea,3310,3314,B-Estructura_Corporal
2201,ES100163.xml,paracavernosa izquierda,397,420,B-Estructura_Corporal
2202,ES100163.xml,dolorosa,440,448,B-Grp_Enfermedad
2203,ES100163.xml,fibroelástica,466,479,B-Calificador
2204,ES100163.xml,partes blandas,506,520,B-Estructura_Corporal
2206,ES100163.xml,región posterior de cuerpo cavernoso izquierdo,747,793,B-Estructura_Corporal
2207,ES100163.xml,fascia,831,837,B-Grp_Enfermedad
2208,ES100163.xml,bacteriológico,867,881,B-Grp_Enfermedad
2209,ES100163.xml,hematoma,1036,1044,B-Grp_Enfermedad
2210,ES100051.xml,prostatismo,167,178,B-Grp_Enfermedad
2211,ES100051.xml,adenomatosa,242,253,B-Grp_Enfermedad
2213,ES100051.xml,parénquima heterogéneo,328,350,B-Estructura_Corporal
2215,ES100051.xml,lóbulo derecho,384,398,B-Estructura_Corporal
2216,ES100051.xml,prostático,454,464,B-Estructura_Corporal
2218,ES100051.xml,prostática transrectal,562,584,B-Estructura_Corporal
2220,ES100051.xml,parénquima prostático,683,704,B-Grp_Enfermedad
2223,ES100051.xml,tipo cuerpo extraño,757,776,B-Calificador
2232,ES100552.xml,Romberg positiva,314,330,B-Grp_Enfermedad
2234,ES100552.xml,parálisis facial,348,364,B-Grp_Enfermedad
2235,ES100552.xml,craneal,404,411,B-Estructura_Corporal
2236,ES100552.xml,hemifosa posterior dcha,454,477,B-Estructura_Corporal
2238,ES100552.xml,contraste,551,560,B-Grp_Medicamento
2239,ES100552.xml,quístico,577,585,B-Calificador
2240,ES100552.xml,cerebral,612,620,B-Estructura_Corporal
2242,ES100552.xml,edema,777,782,B-Grp_Enfermedad
2243,ES100552.xml,hemisferio cerebeloso dcho,798,824,B-Estructura_Corporal
2246,ES100552.xml,tejido cerebeloso,881,898,B-Estructura_Corporal
2249,ES100552.xml,tumoración,1059,1069,B-Grp_Enfermedad
2250,ES100552.xml,hemifosa posterior dcha,1102,1125,B-Estructura_Corporal
2251,ES100552.xml,cerebral,1227,1235,B-Estructura_Corporal
2252,ES100552.xml,tumoración,1281,1291,B-Grp_Enfermedad
2253,ES100552.xml,hemisferio cerebeloso dcho,1342,1368,B-Estructura_Corporal
2254,ES100552.xml,tronco del encéfalo,1379,1398,B-Estructura_Corporal
2256,ES100552.xml,grado IV,1471,1479,B-Calificador
2257,ES100552.xml,OMS,1501,1504,B-Estructura_Corporal
2262,ES100552.xml,fosa posterior,1702,1716,B-Estructura_Corporal
2264,ES100552.xml,Cancer,1904,1910,B-Grp_Enfermedad
2265,ES100552.xml,cerebral,2001,2009,B-Estructura_Corporal
2270,ES100659.xml,hemiabdomen izquierdo,176,197,B-Estructura_Corporal
2272,ES100659.xml,gran,260,264,B-Calificador
2274,ES100659.xml,hemiabdomen izquierdo,279,300,B-Estructura_Corporal
2277,ES100659.xml,concentrados de hematíes,528,552,B-Grp_Medicamento
2281,ES100946.xml,osteolítica,154,165,B-Estructura_Corporal
2282,ES100946.xml,rama horizontal mandibular,196,222,B-Estructura_Corporal
2284,ES100946.xml,cortical ósea,306,319,B-Estructura_Corporal
2286,ES100946.xml,lesión,419,425,B-Grp_Enfermedad
2287,ES100946.xml,mandíbula,471,480,B-Estructura_Corporal
2289,ES100946.xml,nervio dentario inferior,602,626,B-Estructura_Corporal
2290,ES100946.xml,cavidad ósea,661,673,B-Estructura_Corporal
2291,ES100946.xml,mandíbula,692,701,B-Estructura_Corporal
2292,ES100946.xml,mucosa,717,723,B-Estructura_Corporal
2293,ES100946.xml,parafina,988,990,B-Grp_Medicamento
2294,ES100946.xml,hematoxilina-eosina,1102,1121,B-Grp_Medicamento
2295,ES100946.xml,membrana epitelial,1287,1305,B-Estructura_Corporal
2296,ES100946.xml,EMA,1306,1309,B-Grp_Enfermedad
2299,ES100946.xml,músculo liso,1589,1601,B-Estructura_Corporal
2302,ES100946.xml,pred,1697,1701,B-Grp_Medicamento
2303,ES100946.xml,LSI,1943,1946,B-Estructura_Corporal
2304,ES100946.xml,VYSIS Inc,1956,1965,B-Grp_Enfermedad
2305,ES100946.xml,triple banda,2119,2131,B-Calificador
2306,ES100946.xml,fragmentos tumorales,2220,2240,B-Grp_Enfermedad
2307,ES100946.xml,células alargadas,2266,2283,B-Grp_Enfermedad
2308,ES100946.xml,bulbo,2378,2383,B-Estructura_Corporal
2309,ES100946.xml,celular,2409,2416,B-Estructura_Corporal
2310,ES100946.xml,estroma intercelular,2423,2443,B-Grp_Enfermedad
2311,ES100946.xml,células dispuestas,2522,2540,B-Grp_Enfermedad
2314,ES100946.xml,tronco nervioso mandibular,2690,2716,B-Estructura_Corporal
2318,ES100946.xml,músculo liso,2983,2995,B-Estructura_Corporal
2319,ES100946.xml,células de Schwann,3017,3035,B-Estructura_Corporal
2320,ES100946.xml,nervio dentario,3220,3235,B-Estructura_Corporal
2321,ES100946.xml,perineurio,3309,3319,B-Estructura_Corporal
2323,ES100946.xml,brazo,3411,3416,B-Estructura_Corporal
2324,ES100946.xml,células tumorales,3478,3495,B-Estructura_Corporal
2326,ES100924.xml,miembros inferiores,157,176,B-Estructura_Corporal
2328,ES100924.xml,distribución lineal,278,297,B-Grp_Enfermedad
2329,ES100924.xml,raíz de ambos miembros inferiores,307,340,B-Estructura_Corporal
2330,ES100924.xml,parduzco,404,412,B-Estructura_Corporal
2333,ES100924.xml,solución alcohólica,695,714,B-Grp_Enfermedad
2335,ES100423.xml,ventrículoperitoneal,133,153,B-Estructura_Corporal
2336,ES100423.xml,higroma subdural temporal,160,185,B-Grp_Enfermedad
2337,ES100423.xml,absceso occipital craneal,188,213,B-Grp_Enfermedad
2338,ES100423.xml,subaguda,270,278,B-Calificador
2339,ES100423.xml,medular,349,356,B-Estructura_Corporal
2342,ES100423.xml,leve,483,487,B-Calificador
2350,ES100423.xml,ambos ojos,867,877,B-Estructura_Corporal
2351,ES100423.xml,pupilares,894,903,B-Estructura_Corporal
2354,ES100423.xml,ojo,1053,1056,B-Estructura_Corporal
