,file,id_event,string,begin,end,ALINK,TLINK,contextualAspect,contextualModality,degree,docTimeRel,eventType,permanence,polarity
2546,ES100002.xml,5156,exploración,684,695,0.0,6369,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2550,ES100002.xml,5190,Tacto,861,866,0.0,6391,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2551,ES100002.xml,5664,EXPLORACIONES,937,950,0.0,6397 6400,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2552,ES100002.xml,5207,ANALISIS,969,977,0.0,5693 5696,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2553,ES100002.xml,5224,Glucemia,979,987,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2554,ES100002.xml,5243,Creatinina,999,1009,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2555,ES100002.xml,5262,parámetros,1030,1040,0.0,6407,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2556,ES100002.xml,5279,CITOLOGIA,1067,1076,0.0,6413,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2560,ES100002.xml,5744,signos,1306,1312,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2562,ES100002.xml,5330,ESTUDIO,1345,1352,0.0,6425 6428,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2564,ES100002.xml,5366,TAC,1433,1436,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2567,ES100002.xml,5850,visualizarse,1532,1544,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,NEG
2568,ES100002.xml,5419,imágenes,1545,1553,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
2570,ES100002.xml,5869,hallazgos,1632,1641,0.0,6116,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2572,ES100002.xml,5886,intervenido,1707,1718,0.0,6459 6462 6465,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2573,ES100002.xml,5903,nefroureterectomía,1749,1767,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2574,ES100002.xml,5922,evolución,1788,1797,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2575,ES100002.xml,5941,dictamen,1831,1839,0.0,6473,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2576,ES100002.xml,5958,informa,1872,1879,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2578,ES100002.xml,5994,cambios,1907,1914,0.0,6237,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2580,ES100002.xml,6028,oblitera,1978,1986,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2583,ES100002.xml,6081,Actinomices,2079,2090,0.0,6265,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2584,ES100002.xml,6146,seguimiento,2107,2118,0.0,0,0,ACTUAL,0.0,CONTAINS,0,PERMANENT,POS
2585,ES100002.xml,6165,función,2145,2152,0.0,6277 6280 6283,0,ACTUAL,0.0,CONTAINS,0,PERMANENT,POS
2586,ES100002.xml,6182,Creatinina,2170,2180,0.0,0,0,ACTUAL,0.0,IS-CONTAINED,0,PERMANENT,POS
2587,ES100002.xml,6201,controlado,2205,2215,0.0,0,0,ACTUAL,0.0,CONTAINS,0,PERMANENT,POS
2589,ES100994.xml,7628,Describimos,0,11,0.0,9832,0,ACTUAL,0.0,IS-CONTAINED,0,FINITE,POS
2590,ES100994.xml,7643,refiere,66,73,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2591,ES100994.xml,7658,histerectomía,74,87,0.0,9469,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2593,ES100994.xml,7688,valorada,167,175,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2595,ES100994.xml,7718,Tscore,231,238,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2596,ES100994.xml,7733,tratada,295,302,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2597,ES100994.xml,7748,refería,349,356,0.0,9838 9841,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,NEG
2599,ES100994.xml,7780,IMC,433,436,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2600,ES100994.xml,7795,Consultó,449,457,0.0,9848 9851,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2602,ES100994.xml,7825,aumentando,570,580,0.0,9529,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2603,ES100994.xml,7840,refractario,609,620,0.0,9535,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2604,ES100994.xml,7855,exploración,636,647,0.0,9858 9861 9864,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2605,ES100994.xml,7870,hallazgo,664,672,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
2607,ES100994.xml,7900,observaron,743,753,0.0,9872 9875,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,NEG
2608,ES100994.xml,7915,alteraciones,754,766,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
2609,ES100994.xml,7930,Rx,812,814,0.0,9882 9885 9888,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2610,ES100994.xml,7945,mostraba,830,838,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,NEG
2612,ES100994.xml,7975,solicitó,865,873,0.0,9541,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2613,ES100994.xml,7990,RMN,878,881,0.0,9896 9899,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2614,ES100994.xml,8005,reveló,904,910,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2616,ES100994.xml,8035,callo,951,956,0.0,9553,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2618,ES100994.xml,8065,estudio,1007,1014,0.0,9906,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2619,ES100994.xml,8080,incremento,1036,1046,0.0,9565,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2620,ES100994.xml,8095,exceso,1136,1142,0.0,9604,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2621,ES100994.xml,8110,función,1179,1186,0.0,9912 9915,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2622,ES100994.xml,8125,calcio,1199,1205,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2623,ES100994.xml,8140,suspendió,1244,1253,0.0,9922,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2624,ES100994.xml,8155,tratamiento,1257,1268,0.0,9596,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2625,ES100994.xml,8170,Valorada,1312,1320,0.0,9607,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2626,ES100994.xml,8185,indicó,1358,1364,0.0,9928 9931 9934,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2627,ES100994.xml,8200,tratamiento,1365,1376,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2628,ES100994.xml,8215,mejoría,1448,1455,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2630,ES100994.xml,8245,consideró,1556,1565,0.0,9942,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2631,ES100994.xml,8260,tratamiento,1597,1608,0.0,0,0,HYPOTHETICAL-OTHER,0.0,BEFORE,0,FINITE,POS
2632,ES100994.xml,8279,suplementos,1647,1658,0.0,0,0,HYPOTHETICAL-OTHER,0.0,BEFORE,0,FINITE,POS
2633,ES100994.xml,8294,comenzó,1727,1734,9466.0,9627,0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
2635,ES100994.xml,8327,episodio,1751,1759,0.0,9639,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2636,ES100994.xml,8342,refiere,1770,1777,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2637,ES100994.xml,8357,síntomas,1798,1806,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2638,ES100994.xml,8372,causa,1829,1834,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
2639,ES100994.xml,8387,solicitó,1854,1862,0.0,9659,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2640,ES100994.xml,8402,Rx,1867,1869,0.0,9958 9961 9964,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2641,ES100994.xml,8417,mostró,1874,1880,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2642,ES100994.xml,8432,callo,1881,1886,0.0,9665,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2644,ES100994.xml,8462,hallazgos,1958,1967,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
2645,ES100994.xml,8477,RMN,1980,1983,0.0,9972 9975 9978,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2646,ES100994.xml,8492,completar,2006,2015,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2647,ES100994.xml,9677,estudio,2016,2023,0.0,9694,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2648,ES100994.xml,8507,mostró,2028,2034,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2651,ES100994.xml,8552,solicitó,2146,2154,0.0,9712,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2652,ES100994.xml,8567,densitometría,2165,2178,0.0,9986 9989 9992,NOVEL,ACTUAL,0.0,BEFORE,0,FINITE,POS
2653,ES100994.xml,8582,mostró,2189,2195,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2654,ES100994.xml,8597,Tscore,2200,2207,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2655,ES100994.xml,8612,tomado,2256,2262,0.0,9724,0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
2656,ES100994.xml,8627,insistió,2330,2338,0.0,10000,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2657,ES100994.xml,8642,reanudarlos,2360,2371,0.0,0,0,HYPOTHETICAL-OTHER,0.0,BEFORE,0,FINITE,POS
2658,ES100994.xml,8657,densidad,2392,2400,0.0,9730,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2659,ES100994.xml,8672,empeorado,2426,2435,0.0,9736,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2660,ES100994.xml,8687,fracturas,2441,2450,0.0,9742,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2661,ES100994.xml,8702,tratadas,2458,2466,0.0,10006 10009 10012 10015,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2662,ES100994.xml,8717,rehabilitación,2471,2485,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2663,ES100994.xml,8732,descarga,2488,2496,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2664,ES100994.xml,8747,mejoría,2501,2508,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2665,ES100994.xml,8762,Valorando,2524,2533,0.0,9748,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2666,ES100994.xml,8777,planteamos,2559,2569,0.0,10033,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2668,ES100994.xml,8807,factor,2591,2597,0.0,0,0,HYPOTHETICAL-OTHER,0.0,BEFORE,0,FINITE,POS
2673,ES100994.xml,8886,iniciasen,2754,2763,10024.0,10027,0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
2674,ES100994.xml,8904,coincidiendo,2778,2790,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2675,ES100994.xml,8919,cambio,2795,2801,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2676,ES100994.xml,8934,dato,2856,2860,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2677,ES100994.xml,8949,refería,2887,2894,0.0,10039 10042,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,NEG
2678,ES100994.xml,8964,cambio,2902,2908,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
2679,ES100994.xml,8979,consideramos,2993,3005,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2680,ES100994.xml,8994,cambio,3019,3025,0.0,9810,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2681,ES100994.xml,9009,sobrecarga,3062,3072,0.0,0,0,HYPOTHETICAL-OTHER,0.0,BEFORE,0,FINITE,POS
2682,ES100994.xml,9028,favoreciendo,3092,3104,0.0,9816,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2683,ES100994.xml,9043,fracturas,3128,3137,0.0,9822,NOVEL,ACTUAL,0.0,BEFORE,0,FINITE,POS
2684,ES100214.xml,5470,trasladado,32,42,0.0,6806,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2688,ES100214.xml,5521,ventilación,144,155,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2689,ES100214.xml,5559,coagulación,174,185,0.0,6494,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2692,ES100214.xml,5614,inicia,269,275,6050.0,0,0.0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
2693,ES100214.xml,5631,DPA,276,279,0.0,6506,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2695,ES100214.xml,5665,diuresis,309,317,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2696,ES100214.xml,5684,evolución,349,358,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2697,ES100214.xml,5703,balance,360,367,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2698,ES100214.xml,5722,ascenso,388,395,0.0,6546 6549,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2699,ES100214.xml,5739,inicial,411,418,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2700,ES100214.xml,5758,posterior,430,439,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2701,ES100214.xml,5777,ultrafiltrado,467,480,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2702,ES100214.xml,5796,pases,504,509,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2703,ES100214.xml,5815,permanencia,566,577,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2704,ES100214.xml,5834,urea,597,601,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2705,ES100214.xml,5853,creatinina,604,614,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2706,ES100214.xml,5872,DtDo,658,663,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2707,ES100214.xml,5891,incrementamos,692,705,0.0,6612,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2708,ES100214.xml,5908,permanencia,709,720,0.0,6588,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2709,ES100214.xml,5925,volumen,739,746,0.0,6594,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2710,ES100214.xml,5942,gradiente,832,841,0.0,6606,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2712,ES100214.xml,5978,incrementar,935,946,0.0,6842,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2713,ES100214.xml,5995,concentración,950,963,0.0,6636,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2714,ES100214.xml,6012,mantener,992,1000,6044.0,6642,0.0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
2715,ES100214.xml,6027,ultrafiltración,1001,1016,0.0,6648,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2716,ES100214.xml,6056,pases,1042,1047,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2717,ES100214.xml,6075,permanencia,1092,1103,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2718,ES100214.xml,6094,urea,1140,1144,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2719,ES100214.xml,6113,creatinina,1146,1156,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2720,ES100214.xml,6132,DtDo,1159,1164,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2721,ES100214.xml,6151,disminuimos,1224,1235,0.0,6688,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2722,ES100214.xml,6168,concentración,1239,1252,0.0,6682,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2723,ES100214.xml,6185,solución,1297,1305,0.0,0,0.0,GENERIC,0.0,BEFORE,0,FINITE,POS
2724,ES100214.xml,6204,necesaria,1335,1344,0.0,0,0.0,GENERIC,0.0,BEFORE,0,FINITE,NEG
2725,ES100214.xml,6223,aumentamos,1348,1358,0.0,6740 6743,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2726,ES100214.xml,6240,permanencia,1362,1373,0.0,6700 6703,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2727,ES100214.xml,6257,pases,1388,1393,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2728,ES100214.xml,6276,cocientes,1420,1429,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2729,ES100214.xml,6312,seguíamos,1518,1527,6327.0,6728,0.0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
2730,ES100214.xml,6295,depuración,1543,1553,0.0,6734,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2731,ES100214.xml,6333,descenso,1568,1576,0.0,6768 6771,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2732,ES100214.xml,6350,función,1623,1630,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2734,ES100214.xml,6407,celularidad,1762,1773,0.0,6788,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2735,ES100214.xml,6388,incrementó,1791,1801,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2736,ES100214.xml,6424,retiró,1817,1823,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2740,ES100605.xml,1992,tratamiento,128,139,0.0,2529 2532 2535 2538,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2741,ES100605.xml,2009,mostró,153,159,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2742,ES100605.xml,2028,signos,160,166,0.0,2453 2456 2459,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2747,ES100605.xml,2119,pruebas,295,302,0.0,2473,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2748,ES100605.xml,2136,actividad,329,338,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2749,ES100605.xml,2155,falleció,370,378,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2751,ES100605.xml,2191,signos,448,454,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2754,ES100605.xml,2248,necropsia,510,519,0.0,2563,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2755,ES100605.xml,2265,observó,523,530,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2756,ES100605.xml,2284,daño,534,538,0.0,2485,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2758,ES100605.xml,2318,estudio,625,632,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2759,ES100605.xml,2337,demostró,645,653,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2761,ES100605.xml,2373,evidenciándose,723,737,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2762,ES100605.xml,2392,cambios,738,745,0.0,2503 2506 2509,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2763,ES100605.xml,2409,imágenes,806,814,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2764,ES100605.xml,2428,cuerpos,849,856,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2765,ES100163.xml,2253,antecedentes,30,42,0.0,2639 2642,0.0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
2766,ES100163.xml,2270,vasectomía,72,82,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2767,ES100163.xml,2289,acudió,102,108,0.0,2729,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2770,ES100163.xml,2323,repercusión,235,246,0.0,2667,0.0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
2771,ES100163.xml,2357,Negaba,289,295,0.0,2735,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,NEG
2772,ES100163.xml,2374,antecedente,309,320,0.0,2673,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2773,ES100163.xml,2391,exploración,338,349,0.0,2741,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2775,ES100163.xml,2425,ecografía,493,502,0.0,2747,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2777,ES100163.xml,2459,Resonancia,643,653,0.0,2753,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2778,ES100163.xml,2493,describía,675,684,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
2779,ES100163.xml,2476,área,685,689,0.0,2691,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2780,ES100163.xml,2512,integridad,798,808,0.0,2697,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2781,ES100163.xml,2529,estudio,859,866,0.0,2759 2762,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2782,ES100163.xml,2546,cultivo,924,931,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2783,ES100163.xml,2565,tratamiento,955,966,0.0,2709,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2784,ES100163.xml,2582,medidas,992,999,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2785,ES100163.xml,2601,reabsorción,1020,1031,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2786,ES100163.xml,2620,resolución,1047,1057,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2787,ES100177.xml,2373,Antecedentes,18,30,0.0,3099 3102 3105,0.0,ACTUAL,0.0,CONTAINS,0,FINITE,POS
2789,ES100177.xml,2407,tratamiento,67,78,0.0,0,0.0,ACTUAL,0.0,CONTAINS,0,FINITE,POS
2792,ES100177.xml,2462,Leoch,262,267,0.0,3119 3122,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2793,ES100177.xml,2479,impactos,296,304,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2794,ES100177.xml,2498,Ecografía,325,334,0.0,3129,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2795,ES100177.xml,2515,terminación,346,357,2547.0,2976,0.0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
2796,ES100177.xml,2530,litotricia,364,374,0.0,2982,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2798,ES100177.xml,2570,Leoch,433,438,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2804,ES100177.xml,2714,diagnosticándose,563,579,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2805,ES100177.xml,2680,ecografía,584,593,0.0,3026,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2806,ES100177.xml,2697,Tac,596,599,0.0,3032,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2810,ES100177.xml,2784,Hb,679,681,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2811,ES100177.xml,2803,Hto,691,694,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2812,ES100177.xml,2822,estable,722,729,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2814,ES100177.xml,2841,ingresado,787,796,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2815,ES100177.xml,2860,optó,821,825,0.0,3185 3188,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2816,ES100177.xml,2877,tratamiento,830,841,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2817,ES100177.xml,2896,Tac,882,885,0.0,3195 3198,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2818,ES100177.xml,2913,semejante,900,909,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
2819,ES100177.xml,2949,persiste,939,947,2964.0,3087,0.0,ACTUAL,0.0,CONTAINS,ASPECTUAL,FINITE,POS
2821,ES100417.xml,9214,remitido,39,47,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2823,ES100417.xml,9257,endotropía,89,99,0.0,11236 11239 11242 11245,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2825,ES100417.xml,9293,dominante,183,192,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2828,ES100417.xml,9360,molesta,235,242,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2829,ES100417.xml,9379,ocluir,246,252,0.0,10893,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2830,ES100417.xml,9396,fija,279,283,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2832,ES100417.xml,9434,reflejo,323,330,0.0,10919,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2833,ES100417.xml,9468,sospechar,365,374,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2835,ES100417.xml,9487,convulsiones,438,450,0.0,11276,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2836,ES100417.xml,9504,antecedentes,471,483,0.0,11282 11285 11288 11291,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2837,ES100417.xml,9521,varicela,524,532,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2838,ES100417.xml,9540,embarazada,541,551,0.0,10931,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2841,ES100417.xml,9593,esquiascopía,666,678,0.0,11306 11309,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2842,ES100417.xml,9610,punto,682,687,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2843,ES100417.xml,9629,oftalmoscopía,729,742,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2844,ES100417.xml,9648,aprecian,756,764,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
2847,ES100417.xml,9703,tamaño,922,928,0.0,11316 11319 11322 11325 11328,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2848,ES100417.xml,9720,pigmentada,934,944,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2849,ES100417.xml,9739,curvadas,1019,1027,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2852,ES100417.xml,9794,bordes,1153,1159,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
2853,ES100417.xml,9813,cúmulos,1240,1247,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
